,Symbol,Identifier,Company,ISIN
1283,BOSCHLTD,BOSCHLTDEQN,Bosch Limited,INE323A01026
1284,TATACONSUM,TATACONSUMEQN,TATA CONSUMER PRODUCTS LIMITED,INE192A01025
1285,DABUR,DABUREQN,Dabur India Limited,INE016A01026
1286,ICICIGI,ICICIGIEQN,ICICI Lombard General Insurance Company Limited,INE765G01017
1287,HINDUNILVR,HINDUNILVREQN,Hindustan Unilever Limited,INE030A01027
1288,IRFC,IRFCEQN,Indian Railway Finance Corporation Limited,INE053F07561
1289,AXISBANK,AXISBANKEQN,Axis Bank Limited,INE238A01034
1290,HDFCBANK,HDFCBANKEQN,HDFC Bank Limited,INE040A13013
1291,NESTLEIND,NESTLEINDEQN,Nestle India Limited,INE239A01024
1292,IOC,IOCEQN,Indian Oil Corporation Limited,INE242A01010
1293,ADANIENSOL,ADANIENSOLEQN,Adani Energy Solutions Limited,INE931S01010
1294,COLPAL,COLPALEQN,Colgate Palmolive (India) Limited,INE259A01022
1295,GODREJCP,GODREJCPEQN,Godrej Consumer Products Limited,INE102D01028
1296,ONGC,ONGCEQN,Oil & Natural Gas Corporation Limited,INE213A01029
1297,ADANIGREEN,ADANIGREENEQN,Adani Green Energy Limited,INE364U01010
1298,SBICARD,SBICARDEQN,SBI Cards and Payment Services Limited,INE018E01016
1299,UNITDSPR,UNITDSPREQN,United Spirits Limited,INE854D01024
1300,DMART,DMARTEQN,Avenue Supermarts Limited,INE192R01011
1301,PAYTM,PAYTMEQN,One 97 Communications Limited,INE982J01020
1302,SHRIRAMFIN,SHRIRAMFINEQN,Shriram Finance Limited,INE721A07PO9
1303,BHARATFORG,BHARATFORGEQN,Bharat Forge Limited,INE465A13020
1304,MPHASIS,MPHASISEQN,MphasiS Limited,INE356A01018
1305,ASHOKLEY,ASHOKLEYEQN,Ashok Leyland Limited,INE208A01029
1306,PEL,PELEQN,Piramal Enterprises Limited,INE140A01024
1307,CIPLA,CIPLAEQN,Cipla Limited,INE059A01026
1308,DIVISLAB,DIVISLABEQN,Divi's Laboratories Limited,INE361B01024
1309,IDEA,IDEAEQN,Vodafone Idea Limited,INE669E01016
1310,PIIND,PIINDEQN,PI Industries Limited,INE603J01030
1311,TATAPOWER,TATAPOWEREQN,Tata Power Company Limited,INE245A01021
1312,INDUSTOWER,INDUSTOWEREQN,Indus Towers Limited,INE121J01017
1313,SJVN,SJVNEQN,SJVN Limited,INE002L01015
1314,DELHIVERY,DELHIVERYEQN,Delhivery Limited,INE148O01028
1315,BHARTIARTL,BHARTIARTLEQN,Bharti Airtel Limited,INE397D01024
1316,APOLLOHOSP,APOLLOHOSPEQN,Apollo Hospitals Enterprise Limited,INE437A01024
1317,LAURUSLABS,LAURUSLABSEQN,Laurus Labs Limited,INE947Q01028
1318,LTF,LTFEQN,L&T Finance Limited,INE498L01015
1319,BALKRISIND,BALKRISINDEQN,Balkrishna Industries Limited,INE787D01026
1320,INDHOTEL,INDHOTELEQN,The Indian Hotels Company Limited,INE053A13016
1321,VEDL,VEDLEQN,Vedanta Limited,INE205A01025
1322,JSWENERGY,JSWENERGYEQN,JSW Energy Limited,INE121E01018
1323,JINDALSTEL,JINDALSTELEQN,Jindal Steel & Power Limited,INE749A01030
1324,BANDHANBNK,BANDHANBNKEQN,Bandhan Bank Limited,INE545U01014
1325,ADANIPORTS,ADANIPORTSEQN,Adani Ports and Special Economic Zone Limited,INE742F01042
1326,CHOLAFIN,CHOLAFINEQN,Cholamandalam Investment and Finance Company Limited,INE121A13011
1327,GMRINFRA,GMRINFRAEQN,GMR Airports Infrastructure Limited,INE776C01039
1328,NMDC,NMDCEQN,NMDC Limited,INE584A01023
1329,WIPRO,WIPROEQN,Wipro Limited,INE075A01022
1330,OBEROIRLTY,OBEROIRLTYEQN,Oberoi Realty Limited,INE093I01010
1331,SAIL,SAILEQN,Steel Authority of India Limited,INE114A01011
1332,TATASTEEL,TATASTEELEQN,TATA Steel Limited,INE081A03018
1333,ADANIENT,ADANIENTEQN,Adani Enterprises Limited,INE423A01024
1334,SUNPHARMA,SUNPHARMAEQN,Sun Pharmaceutical Industries Limited,INE044A04014
1335,DIXON,DIXONEQN,Dixon Technologies (India) Limited,INE935N01020
1336,SBILIFE,SBILIFEEQN,SBI Life Insurance Company Limited,INE123W01016
1337,LTIM,LTIMEQN,LTIMindtree Limited,INE214T01019
1338,HCLTECH,HCLTECHEQN,HCL Technologies Limited,INE860A01027
1339,ICICIPRULI,ICICIPRULIEQN,ICICI Prudential Life Insurance Company Limited,INE726G01019
1340,HINDALCO,HINDALCOEQN,Hindalco Industries Limited,INE038A01020
1341,PFC,PFCEQN,Power Finance Corporation Limited,INE134E07422
1342,AUBANK,AUBANKEQN,AU Small Finance Bank Limited,INE949L01017
1343,INFY,INFYEQN,Infosys Limited,INE009A01021
1344,LICHSGFIN,LICHSGFINEQN,LIC Housing Finance Limited,INE115A01026
1345,BEL,BELEQN,Bharat Electronics Limited,INE263A01024
1346,ABCAPITAL,ABCAPITALEQN,Aditya Birla Capital Limited,INE674K01013
1347,ABB,ABBEQN,ABB India Limited,INE117A01022
1348,HDFCLIFE,HDFCLIFEEQN,HDFC Life Insurance Company Limited,INE795G01014
1349,TIINDIA,TIINDIAEQN,Tube Investments of India Limited,INE974X01010
1350,COALINDIA,COALINDIAEQN,Coal India Limited,INE522F01014
1351,TATACOMM,TATACOMMEQN,Tata Communications Limited,INE151A01013
1352,UPL,UPLEQN,UPL Limited,INE628A03016
1353,JSWSTEEL,JSWSTEELEQN,JSW Steel Limited,INE019A01038
1354,NAUKRI,NAUKRIEQN,Info Edge (India) Limited,INE663F01024
1355,IDBI,IDBIEQN,IDBI Bank Limited,INE008A08267
1356,POONAWALLA,POONAWALLAEQN,Poonawalla Fincorp Limited,INE511C07698
1357,ZOMATO,ZOMATOEQN,Zomato Limited,INE758T01015
1358,SUPREMEIND,SUPREMEINDEQN,Supreme Industries Limited,INE195A01028
1359,ADANIPOWER,ADANIPOWEREQN,Adani Power Limited,INE814H01011
1360,CONCOR,CONCOREQN,Container Corporation of India Limited,INE111A01025
1361,DALBHARAT,DALBHARATEQN,Dalmia Bharat Limited,INE00R701025
1362,RECLTD,RECLTDEQN,REC Limited,INE020B07IF7
1363,ALKEM,ALKEMEQN,Alkem Laboratories Limited,INE540L01014
1364,NHPC,NHPCEQN,NHPC Limited,INE848E07542
1365,LUPIN,LUPINEQN,Lupin Limited,INE326A01037
1366,LICI,LICIEQN,Life Insurance Corporation Of India,INE0J1Y01017
1367,M&M,M&MEQN,Mahindra & Mahindra Limited,INE101A01026
1368,SRF,SRFEQN,SRF Limited,INE647A01010
1369,MAXHEALTH,MAXHEALTHEQN,Max Healthcare Institute Limited,INE027H01010
1370,TORNTPHARM,TORNTPHARMEQN,Torrent Pharmaceuticals Limited,INE685A01028
1371,APOLLOTYRE,APOLLOTYREEQN,Apollo Tyres Limited,INE438A01022
1372,MOTHERSON,MOTHERSONEQN,Samvardhana Motherson International Limited,INE775A01035
1373,ASTRAL,ASTRALEQN,Astral Limited,INE006I01046
1374,ITC,ITCEQN,ITC Limited,INE154A01025
1375,TVSMOTOR,TVSMOTOREQN,TVS Motor Company Limited,INE494B01023
1376,TATAMOTORS,TATAMOTORSEQN,Tata Motors Limited,INE155A01022
1377,TITAN,TITANEQN,Titan Company Limited,INE280A07025
1378,EICHERMOT,EICHERMOTEQN,Eicher Motors Limited,INE066A01021
1379,BAJFINANCE,BAJFINANCEEQN,Bajaj Finance Limited,INE296A13011
1380,VOLTAS,VOLTASEQN,Voltas Limited,INE226A01021
1381,TATACHEM,TATACHEMEQN,Tata Chemicals Limited,INE344201012
1382,CUMMINSIND,CUMMINSINDEQN,Cummins India Limited,INE298A01020
1383,BAJAJ-AUTO,BAJAJ-AUTOEQN,Bajaj Auto Limited,INE917I01010
1384,LT,LTEQN,Larsen & Toubro Limited,INE018A01030
1385,IPCALAB,IPCALABEQN,IPCA Laboratories Limited,INE571A01038
1386,TATAMTRDVR,TATAMTRDVREQN,Tata Motors Limited,IN9155A01020
1387,ZEEL,ZEELEQN,Zee Entertainment Enterprises Limited,INE256A04022
1388,PETRONET,PETRONETEQN,Petronet LNG Limited,INE347G01014
1389,KOTAKBANK,KOTAKBANKEQN,Kotak Mahindra Bank Limited,INE237A01028
1390,BERGEPAINT,BERGEPAINTEQN,Berger Paints (I) Limited,INE463A01038
1391,DLF,DLFEQN,DLF Limited,INE271C01023
1392,ULTRACEMCO,ULTRACEMCOEQN,UltraTech Cement Limited,INE481G01011
1393,ESCORTS,ESCORTSEQN,Escorts Kubota Limited,INE042A01014
1394,LALPATHLAB,LALPATHLABEQN,Dr. Lal Path Labs Ltd.,INE600L01024
1395,AUROPHARMA,AUROPHARMAEQN,Aurobindo Pharma Limited,INE406A01037
1396,BIOCON,BIOCONEQN,Biocon Limited,INE376G01013
1397,PATANJALI,PATANJALIEQN,Patanjali Foods Limited,INE619A01035
1398,INDUSINDBK,INDUSINDBKEQN,IndusInd Bank Limited,INE095A01012
1399,PNB,PNBEQN,Punjab National Bank,INE160A01022
1400,BANKBARODA,BANKBARODAEQN,Bank of Baroda,INE028A01039
1401,ACC,ACCEQN,ACC Limited,INE012A01025
1402,INDIANB,INDIANBEQN,Indian Bank,INE562A01011
1403,CANBK,CANBKEQN,Canara Bank,INE476A01022
1404,GRASIM,GRASIMEQN,Grasim Industries Limited,INE047A01021
1405,TCS,TCSEQN,Tata Consultancy Services Limited,INE467B01029
1406,POLYCAB,POLYCABEQN,Polycab India Limited,INE455K01017
1407,TORNTPOWER,TORNTPOWEREQN,Torrent Power Limited,INE813H01021
1408,BHEL,BHELEQN,Bharat Heavy Electricals Limited,INE257A01026
1409,ASIANPAINT,ASIANPAINTEQN,Asian Paints Limited,INE021A01026
1410,HAL,HALEQN,Hindustan Aeronautics Limited,INE066F01020
1411,APLAPOLLO,APLAPOLLOEQN,APL Apollo Tubes Limited,INE702C01027
1412,ICICIBANK,ICICIBANKEQN,ICICI Bank Limited,INE090A01021
1413,VBL,VBLEQN,Varun Beverages Limited,INE200M01021
1414,DRREDDY,DRREDDYEQN,Dr. Reddy's Laboratories Limited,INE089A08051
1415,TATAELXSI,TATAELXSIEQN,Tata Elxsi Limited,INE670A01012
1416,HEROMOTOCO,HEROMOTOCOEQN,Hero MotoCorp Limited,INE158A01026
1417,POWERGRID,POWERGRIDEQN,Power Grid Corporation of India Limited,INE752E01010
1418,IGL,IGLEQN,Indraprastha Gas Limited,INE203G01027
1419,MAHABANK,MAHABANKEQN,Bank of Maharashtra,INE457A01014
1420,AMBUJACEM,AMBUJACEMEQN,Ambuja Cements Limited,INE079A01024
1421,ABFRL,ABFRLEQN,Aditya Birla Fashion and Retail Limited,INE647O13016
1422,IRCTC,IRCTCEQN,Indian Railway Catering And Tourism Corporation Limited,INE335Y01020
1423,M&MFIN,M&MFINEQN,Mahindra & Mahindra Financial Services Limited,INE774D08MG3
1424,SBIN,SBINEQN,State Bank of India,INE062A01020
1425,PERSISTENT,PERSISTENTEQN,Persistent Systems Limited,INE262H01021
1426,FORTIS,FORTISEQN,Fortis Healthcare Limited,INE061F13018
1427,YESBANK,YESBANKEQN,Yes Bank Limited,INE528G01035
1428,TRENT,TRENTEQN,Trent Limited,INE849A13017
1429,MARUTI,MARUTIEQN,Maruti Suzuki India Limited,INE585B01010
1430,POLICYBZR,POLICYBZREQN,PB Fintech Limited,INE417T01026
1431,SIEMENS,SIEMENSEQN,Siemens Limited,INE003A01024
1432,INDIGO,INDIGOEQN,InterGlobe Aviation Limited,INE646L01027
1433,RELIANCE,RELIANCEEQN,Reliance Industries Limited,INE002A01018
1434,NTPC,NTPCEQN,NTPC Limited,INE733E07JH3
1435,SUZLON,SUZLONEQN,Suzlon Energy Limited,INE040H01021
1436,GODREJPROP,GODREJPROPEQN,Godrej Properties Limited,INE484J01027
1437,FACT,FACTEQN,Fertilizers and Chemicals Travancore Limited,INE188A01015
1438,HINDPETRO,HINDPETROEQN,Hindustan Petroleum Corporation Limited,INE169701013
1439,GLAND,GLANDEQN,Gland Pharma Limited,INE068V01023
1440,BPCL,BPCLEQN,Bharat Petroleum Corporation Limited,INE029A01011
1441,MFSL,MFSLEQN,Max Financial Services Limited,INE180A01020
1442,KPITTECH,KPITTECHEQN,KPIT Technologies Limited,INE04I401011
1443,JIOFIN,JIOFINEQN,Jio Financial Services Limited,INE758E01017
1444,PIDILITIND,PIDILITINDEQN,Pidilite Industries Limited,INE318A01026
1445,SUNTV,SUNTVEQN,Sun TV Network Limited,INE424H01027
1446,ATGL,ATGLEQN,Adani Total Gas Limited,INE399L01023
1447,BAJAJFINSV,BAJAJFINSVEQN,Bajaj Finserv Limited,INE918I01026
1448,GAIL,GAILEQN,GAIL (India) Limited,INE129A01019
1449,HDFCAMC,HDFCAMCEQN,HDFC Asset Management Company Limited,INE127D01025
1450,TECHM,TECHMEQN,Tech Mahindra Limited,INE669C01036
1451,SHREECEM,SHREECEMEQN,SHREE CEMENT LIMITED,INE070A01015
1452,MRF,MRFEQN,MRF Limited,INE883A01011
1453,BAJAJHLDNG,BAJAJHLDNGEQN,Bajaj Holdings & Investment Limited,INE118A01012
1454,HAVELLS,HAVELLSEQN,Havells India Limited,INE176B01034
1455,UNIONBANK,UNIONBANKEQN,Union Bank of India,INE692A01016
1456,BRITANNIA,BRITANNIAEQN,Britannia Industries Limited,INE216A07052
1457,NYKAA,NYKAAEQN,FSN E-Commerce Ventures Limited,INE388Y01029
1458,COFORGE,COFORGEEQN,Coforge Limited,INE591G01017
1459,MARICO,MARICOEQN,Marico Limited,INE196A01026
1460,ZYDUSLIFE,ZYDUSLIFEEQN,Zydus Lifesciences Limited,INE010B01027
1461,LTTS,LTTSEQN,L&T Technology Services Limited,INE010V01017
1462,BDL,BDLEQN,Bharat Dynamics Limited,INE171Z01026
1463,BOSCHLTD,BOSCHLTDEQN,Bosch Limited,INE323A01026
1464,BANKINDIA,BANKINDIAEQN,Bank of India,INE084A01016
1465,TATACONSUM,TATACONSUMEQN,TATA CONSUMER PRODUCTS LIMITED,INE192A01025
1466,CGPOWER,CGPOWEREQN,CG Power and Industrial Solutions Limited,INE067A01029
1467,JUBLFOOD,JUBLFOODEQN,Jubilant Foodworks Limited,INE797F01020
1468,LODHA,LODHAEQN,Macrotech Developers Limited,INE670K01029
1469,PAGEIND,PAGEINDEQN,Page Industries Limited,INE761H01022
1470,DABUR,DABUREQN,Dabur India Limited,INE016A01026
1471,ICICIGI,ICICIGIEQN,ICICI Lombard General Insurance Company Limited,INE765G01017
1472,MAZDOCK,MAZDOCKEQN,Mazagon Dock Shipbuilders Limited,INE249Z01012
1473,HINDUNILVR,HINDUNILVREQN,Hindustan Unilever Limited,INE030A01027
1474,IRFC,IRFCEQN,Indian Railway Finance Corporation Limited,INE053F07561
1475,AXISBANK,AXISBANKEQN,Axis Bank Limited,INE238A01034
1476,HDFCBANK,HDFCBANKEQN,HDFC Bank Limited,INE040A13013
1477,GUJGASLTD,GUJGASLTDEQN,Gujarat Gas Limited,INE844O01030
1478,TATATECH,TATATECHEQN,Tata Technologies Limited,INE142M01025
1479,NESTLEIND,NESTLEINDEQN,Nestle India Limited,INE239A01024
1480,IDFCFIRSTB,IDFCFIRSTBEQN,IDFC First Bank Limited,INE092T08CP8
1481,OFSS,OFSSEQN,Oracle Financial Services Software Limited,INE881D01027
1482,IOC,IOCEQN,Indian Oil Corporation Limited,INE242A01010
1483,SYNGENE,SYNGENEEQN,Syngene International Limited,INE398R01022
1484,JSWINFRA,JSWINFRAEQN,JSW Infrastructure Limited,INE880J01026
1485,ADANIENSOL,ADANIENSOLEQN,Adani Energy Solutions Limited,INE931S01010
1486,COLPAL,COLPALEQN,Colgate Palmolive (India) Limited,INE259A01022
1487,GODREJCP,GODREJCPEQN,Godrej Consumer Products Limited,INE102D01028
1488,BSE,BSEEQN,BSE Limited,INE118H01025
1489,KALYANKJIL,KALYANKJILEQN,Kalyan Jewellers India Limited,INE303R01014
1490,DEEPAKNTR,DEEPAKNTREQN,Deepak Nitrite Limited,INE288B01029
1491,SONACOMS,SONACOMSEQN,Sona BLW Precision Forgings Limited,INE073K01018
1492,ONGC,ONGCEQN,Oil & Natural Gas Corporation Limited,INE213A01029
1493,OIL,OILEQN,Oil India Limited,INE274J01014
1494,PRESTIGE,PRESTIGEEQN,Prestige Estates Projects Limited,INE811K01011
1495,ADANIGREEN,ADANIGREENEQN,Adani Green Energy Limited,INE364U01010
1496,SBICARD,SBICARDEQN,SBI Cards and Payment Services Limited,INE018E01016
1497,UNITDSPR,UNITDSPREQN,United Spirits Limited,INE854D01024
1498,DMART,DMARTEQN,Avenue Supermarts Limited,INE192R01011
1499,FEDERALBNK,FEDERALBNKEQN,The Federal Bank  Limited,INE171A01029
1500,RVNL,RVNLEQN,Rail Vikas Nigam Limited,INE415G01027
1501,MANKIND,MANKINDEQN,Mankind Pharma Limited,INE634S01028
1502,NIACL,NIACLEQN,The New India Assurance Company Limited,INE470Y01017
1503,PAYTM,PAYTMEQN,One 97 Communications Limited,INE982J01020
1504,GICRE,GICREEQN,General Insurance Corporation of India,INE481Y01014
1505,SHRIRAMFIN,SHRIRAMFINEQN,Shriram Finance Limited,INE721A07PO9
1506,NETWORK18,NETWORK18EQN,Network18 Media & Investments Limited,INE870H13018
1507,ARE&M,ARE&MEQN,Amara Raja Energy & Mobility Limited,INE885A01032
1508,SOLARINDS,SOLARINDSEQN,Solar Industries India Limited,INE343H01029
1509,BHARATFORG,BHARATFORGEQN,Bharat Forge Limited,INE465A13020
1510,MPHASIS,MPHASISEQN,MphasiS Limited,INE356A01018
1511,ASHOKLEY,ASHOKLEYEQN,Ashok Leyland Limited,INE208A01029
1512,PEL,PELEQN,Piramal Enterprises Limited,INE140A01024
1513,CIPLA,CIPLAEQN,Cipla Limited,INE059A01026
1514,TV18BRDCST,TV18BRDCSTEQN,TV18 Broadcast Limited,INE886H01027
1515,MGL,MGLEQN,Mahanagar Gas Limited,INE002S01010
1516,DIVISLAB,DIVISLABEQN,Divi's Laboratories Limited,INE361B01024
1517,IDEA,IDEAEQN,Vodafone Idea Limited,INE669E01016
1518,PIIND,PIINDEQN,PI Industries Limited,INE603J01030
1519,TATAPOWER,TATAPOWEREQN,Tata Power Company Limited,INE245A01021
1520,HSCL,HSCLEQN,Himadri Speciality Chemical Limited,INE019C01026
1521,INDUSTOWER,INDUSTOWEREQN,Indus Towers Limited,INE121J01017
1522,SJVN,SJVNEQN,SJVN Limited,INE002L01015
1523,FIVESTAR,FIVESTAREQN,Five-Star Business Finance Limited,INE128S01021
1524,ZENSARTECH,ZENSARTECHEQN,Zensar Technologies Limited,INE520A01027
1525,SWSOLAR,SWSOLAREQN,Sterling and Wilson Renewable Energy Limited,INE00M201021
1526,BALAMINES,BALAMINESEQN,Balaji Amines Limited,INE050E01027
1527,DELHIVERY,DELHIVERYEQN,Delhivery Limited,INE148O01028
1528,MANAPPURAM,MANAPPURAMEQN,Manappuram Finance Limited,INE522D07784
1529,BHARTIARTL,BHARTIARTLEQN,Bharti Airtel Limited,INE397D01024
1530,APOLLOHOSP,APOLLOHOSPEQN,Apollo Hospitals Enterprise Limited,INE437A01024
1531,LAURUSLABS,LAURUSLABSEQN,Laurus Labs Limited,INE947Q01028
1532,JINDALSAW,JINDALSAWEQN,Jindal Saw Limited,INE324A01024
1533,LTF,LTFEQN,L&T Finance Limited,INE498L01015
1534,BALKRISIND,BALKRISINDEQN,Balkrishna Industries Limited,INE787D01026
1535,INDHOTEL,INDHOTELEQN,The Indian Hotels Company Limited,INE053A13016
1536,VEDL,VEDLEQN,Vedanta Limited,INE205A01025
1537,NSLNISP,NSLNISPEQN,NMDC Steel Limited,INE0NNS01018
1538,BLS,BLSEQN,BLS International Services Limited,INE153T01027
1539,CREDITACC,CREDITACCEQN,CREDITACCESS GRAMEEN LIMITED,INE741K01010
1540,JSWENERGY,JSWENERGYEQN,JSW Energy Limited,INE121E01018
1541,ELECON,ELECONEQN,Elecon Engineering Company Limited,INE205B01031
1542,JINDALSTEL,JINDALSTELEQN,Jindal Steel & Power Limited,INE749A01030
1543,SCHNEIDER,SCHNEIDEREQN,Schneider Electric Infrastructure Limited,INE839M01018
1544,BANDHANBNK,BANDHANBNKEQN,Bandhan Bank Limited,INE545U01014
1545,ADANIPORTS,ADANIPORTSEQN,Adani Ports and Special Economic Zone Limited,INE742F01042
1546,RHIM,RHIMEQN,RHI MAGNESITA INDIA LIMITED,INE743M01012
1547,CHOLAFIN,CHOLAFINEQN,Cholamandalam Investment and Finance Company Limited,INE121A13011
1548,GMRINFRA,GMRINFRAEQN,GMR Airports Infrastructure Limited,INE776C01039
1549,NMDC,NMDCEQN,NMDC Limited,INE584A01023
1550,WIPRO,WIPROEQN,Wipro Limited,INE075A01022
1551,KPIL,KPILEQN,Kalpataru Projects International Limited,INE220B01022
1552,HFCL,HFCLEQN,HFCL Limited,INE548A01028
1553,FSL,FSLEQN,Firstsource Solutions Limited,INE684F01012
1554,OBEROIRLTY,OBEROIRLTYEQN,Oberoi Realty Limited,INE093I01010
1555,CANFINHOME,CANFINHOMEEQN,Can Fin Homes Limited,INE477A01020
1556,SAIL,SAILEQN,Steel Authority of India Limited,INE114A01011
1557,SONATSOFTW,SONATSOFTWEQN,Sonata Software Limited,INE269A01021
1558,TATASTEEL,TATASTEELEQN,TATA Steel Limited,INE081A03018
1559,ADANIENT,ADANIENTEQN,Adani Enterprises Limited,INE423A01024
1560,METROPOLIS,METROPOLISEQN,Metropolis Healthcare Limited,INE112L01020
1561,SUNPHARMA,SUNPHARMAEQN,Sun Pharmaceutical Industries Limited,INE044A04014
1562,ATUL,ATULEQN,Atul Limited,INE100A01010
1563,DIXON,DIXONEQN,Dixon Technologies (India) Limited,INE935N01020
1564,SCHAEFFLER,SCHAEFFLEREQN,Schaeffler India Limited,INE513A01022
1565,JMFINANCIL,JMFINANCILEQN,JM Financial Limited,INE780C01023
1566,SBILIFE,SBILIFEEQN,SBI Life Insurance Company Limited,INE123W01016
1567,LTIM,LTIMEQN,LTIMindtree Limited,INE214T01019
1568,RAMCOCEM,RAMCOCEMEQN,The Ramco Cements Limited,INE331A01037
1569,HCLTECH,HCLTECHEQN,HCL Technologies Limited,INE860A01027
1570,BLUESTARCO,BLUESTARCOEQN,Blue Star Limited,INE472A01039
1571,ICICIPRULI,ICICIPRULIEQN,ICICI Prudential Life Insurance Company Limited,INE726G01019
1572,HINDALCO,HINDALCOEQN,Hindalco Industries Limited,INE038A01020
1573,RCF,RCFEQN,Rashtriya Chemicals and Fertilizers Limited,INE027A01015
1574,FLUOROCHEM,FLUOROCHEMEQN,Gujarat Fluorochemicals Limited,INE09N301011
1575,PFC,PFCEQN,Power Finance Corporation Limited,INE134E07422
1576,AUBANK,AUBANKEQN,AU Small Finance Bank Limited,INE949L01017
1577,INFY,INFYEQN,Infosys Limited,INE009A01021
1578,LICHSGFIN,LICHSGFINEQN,LIC Housing Finance Limited,INE115A01026
1579,NATIONALUM,NATIONALUMEQN,National Aluminium Company Limited,INE139A01034
1580,BIRLACORPN,BIRLACORPNEQN,Birla Corporation Limited,INE340A01012
1581,BEL,BELEQN,Bharat Electronics Limited,INE263A01024
1582,VIJAYA,VIJAYAEQN,Vijaya Diagnostic Centre Limited,INE043W01024
1583,ABCAPITAL,ABCAPITALEQN,Aditya Birla Capital Limited,INE674K01013
1584,ABB,ABBEQN,ABB India Limited,INE117A01022
1585,BALRAMCHIN,BALRAMCHINEQN,Balrampur Chini Mills Limited,INE119A01028
1586,HDFCLIFE,HDFCLIFEEQN,HDFC Life Insurance Company Limited,INE795G01014
1587,KARURVYSYA,KARURVYSYAEQN,Karur Vysya Bank Limited,INE036D01028
1588,RBLBANK,RBLBANKEQN,RBL Bank Limited,INE976G01028
1589,TIINDIA,TIINDIAEQN,Tube Investments of India Limited,INE974X01010
1590,COALINDIA,COALINDIAEQN,Coal India Limited,INE522F01014
1591,TATACOMM,TATACOMMEQN,Tata Communications Limited,INE151A01013
1592,INDIACEM,INDIACEMEQN,The India Cements Limited,INE383A01012
1593,HOMEFIRST,HOMEFIRSTEQN,Home First Finance Company India Limited,INE481N01025
1594,ASTRAZEN,ASTRAZENEQN,AstraZeneca Pharma India Limited,INE203A07019
1595,KEI,KEIEQN,KEI Industries Limited,INE878B01027
1596,AIAENG,AIAENGEQN,AIA Engineering Limited,INE212H01026
1597,BSOFT,BSOFTEQN,BIRLASOFT LIMITED,INE836A01035
1598,UPL,UPLEQN,UPL Limited,INE628A03016
1599,JSWSTEEL,JSWSTEELEQN,JSW Steel Limited,INE019A01038
1600,LLOYDSME,LLOYDSMEEQN,Lloyds Metals And Energy Limited,INE281B01032
1601,NAUKRI,NAUKRIEQN,Info Edge (India) Limited,INE663F01024
1602,IDBI,IDBIEQN,IDBI Bank Limited,INE008A08267
1603,APARINDS,APARINDSEQN,Apar Industries Limited,INE372A01015
1604,INOXWIND,INOXWINDEQN,Inox Wind Limited,INE066P01011
1605,POONAWALLA,POONAWALLAEQN,Poonawalla Fincorp Limited,INE511C07698
1606,ZOMATO,ZOMATOEQN,Zomato Limited,INE758T01015
1607,NUVAMA,NUVAMAEQN,Nuvama Wealth Management Limited,INE531F01015
1608,SUPREMEIND,SUPREMEINDEQN,Supreme Industries Limited,INE195A01028
1609,CHOLAHLDNG,CHOLAHLDNGEQN,Cholamandalam Financial Holdings Limited,INE149A01033
1610,ADANIPOWER,ADANIPOWEREQN,Adani Power Limited,INE814H01011
1611,EXIDEIND,EXIDEINDEQN,Exide Industries Limited,INE302A01020
1612,CONCOR,CONCOREQN,Container Corporation of India Limited,INE111A01025
1613,DALBHARAT,DALBHARATEQN,Dalmia Bharat Limited,INE00R701025
1614,RECLTD,RECLTDEQN,REC Limited,INE020B07IF7
1615,CRAFTSMAN,CRAFTSMANEQN,Craftsman Automation Limited,INE00LO01017
1616,ALKEM,ALKEMEQN,Alkem Laboratories Limited,INE540L01014
1617,NHPC,NHPCEQN,NHPC Limited,INE848E07542
1618,LUPIN,LUPINEQN,Lupin Limited,INE326A01037
1619,UCOBANK,UCOBANKEQN,UCO Bank,INE691A01018
1620,LICI,LICIEQN,Life Insurance Corporation Of India,INE0J1Y01017
1621,M&M,M&MEQN,Mahindra & Mahindra Limited,INE101A01026
1622,UNOMINDA,UNOMINDAEQN,UNO Minda Limited,INE405E01023
1623,THERMAX,THERMAXEQN,Thermax Limited,INE152A01029
1624,SRF,SRFEQN,SRF Limited,INE647A01010
1625,SIGNATURE,SIGNATUREEQN,Signatureglobal (India) Limited,INE903U01023
1626,MAXHEALTH,MAXHEALTHEQN,Max Healthcare Institute Limited,INE027H01010
1627,TORNTPHARM,TORNTPHARMEQN,Torrent Pharmaceuticals Limited,INE685A01028
1628,APOLLOTYRE,APOLLOTYREEQN,Apollo Tyres Limited,INE438A01022
1629,MUTHOOTFIN,MUTHOOTFINEQN,Muthoot Finance Limited,INE414G07241
1630,MOTHERSON,MOTHERSONEQN,Samvardhana Motherson International Limited,INE775A01035
1631,ASTRAL,ASTRALEQN,Astral Limited,INE006I01046
1632,UTIAMC,UTIAMCEQN,UTI Asset Management Company Limited,INE094J01016
1633,GRANULES,GRANULESEQN,Granules India Limited,INE101D01020
1634,ITC,ITCEQN,ITC Limited,INE154A01025
1635,TVSMOTOR,TVSMOTOREQN,TVS Motor Company Limited,INE494B01023
1636,WELSPUNLIV,WELSPUNLIVEQN,Welspun Living Limited,INE192B01031
1637,AARTIIND,AARTIINDEQN,Aarti Industries Limited,INE769A01020
1638,IOB,IOBEQN,Indian Overseas Bank,INE565A01014
